ticker,group,event,horizon,car,beta
MUV2.DE,cat-exposed,Katrina_2005,3 months,0.13448949522781325,0.47891452647548816
MUV2.DE,cat-exposed,Rita_2005,3 months,0.19916895315412816,0.4791044253066694
MUV2.DE,cat-exposed,Wilma_2005,3 months,0.04836846693255273,0.4763721586154923
MUV2.DE,cat-exposed,Ike_2008,3 months,0.31906406514824015,0.42749407919606075
MUV2.DE,cat-exposed,Sandy_2012,3 months,-0.001638893802935925,1.0792509135941069
MUV2.DE,cat-exposed,Harvey_2017,3 months,-0.008158103228447287,0.6089574054485307
MUV2.DE,cat-exposed,Irma_2017,3 months,-0.00259725054422107,0.6055786192482925
MUV2.DE,cat-exposed,Maria_2017,3 months,-0.008240880110586386,0.6065766288951917
MUV2.DE,cat-exposed,Michael_2018,3 months,0.05065388214447176,0.27739928917758033
MUV2.DE,cat-exposed,Laura_2020,3 months,-0.04086892792847345,0.8021803412240553
MUV2.DE,cat-exposed,Ida_2021,3 months,-0.03484495774625483,0.5561868275574192
MUV2.DE,cat-exposed,Ian_2022,3 months,0.22216542920229215,0.4092922629189393
MUV2.DE,cat-exposed,Helene_2024,3 months,-0.057455958376333854,0.15880060898836548
MUV2.DE,cat-exposed,Milton_2024,3 months,-0.02345989042728784,0.18650487806224805
PGR,control,Katrina_2005,1 week,0.0020502981052851615,0.8184977130000751
PGR,control,Rita_2005,1 week,-0.03342390735569516,0.8536004502949366
PGR,control,Wilma_2005,1 week,0.036683759771632615,0.8192139375113741
PGR,control,Ike_2008,1 week,0.019151656328853364,0.9480594044029207
PGR,control,Sandy_2012,1 week,-0.016998269054078703,0.8644676832240682
PGR,control,Harvey_2017,1 week,-0.05105504322447685,0.6398667894958868
PGR,control,Irma_2017,1 week,-0.002009198149725346,0.6447084345257805
PGR,control,Maria_2017,1 week,0.0014843082157569194,0.6212967073244277
PGR,control,Michael_2018,1 week,-0.005347291241520426,0.7690098836059673
PGR,control,Laura_2020,1 week,0.006534416585813829,0.8040612488578983
PGR,control,Ida_2021,1 week,-0.016217837121933032,0.5030727856120384
PGR,control,Ian_2022,1 week,0.013710869766275956,0.530154821733145
PGR,control,Helene_2024,1 week,-0.022089423589812248,-0.025642832806889695
PGR,control,Milton_2024,1 week,-0.002668717320375046,0.04326484916913596
PGR,control,Katrina_2005,2 weeks,-0.009720550336227003,0.8184977130000751
PGR,control,Rita_2005,2 weeks,-0.01838824912213234,0.8536004502949366
PGR,control,Wilma_2005,2 weeks,0.044359914476297134,0.8192139375113741
PGR,control,Ike_2008,2 weeks,0.028779582647058058,0.9480594044029207
PGR,control,Sandy_2012,2 weeks,0.005974678459626057,0.8644676832240682
PGR,control,Harvey_2017,2 weeks,-0.07487596527814053,0.6398667894958868
